index,genre,caption,actual_tags,Precision@1,Recall@1,F1@1,Precision@3,Recall@3,F1@3,Precision@5,Recall@5,F1@5,Predicted@1,Similarity@1,Predicted@2,Similarity@2,Predicted@3,Similarity@3,Predicted@4,Similarity@4,Predicted@5,Similarity@5
47,hiphop,This song is a classical flamenco mixed with a HipHop groove drums playing a digital set along with a cowbell sound. A piano is playing a salsa melody in the low to high range. A trumpet sample is playing a short melody every fourth beat. A male voice is singing in a higher pitch along with backing vocals spread across both sides of the speakers. Then another male voice takes over rapping over the instrumental. This song may be playing with a speaker sitting on the bike cruising.,"salsa/hiphop, digital drums, cowbell, trumped sample, piano, male voices singing/rapping, uptempo, positive vibes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reggae,0.9492364525794983,funky bass,0.9357751607894897,tambourine beats,0.9309169054031372,moderate tempo,0.9111052751541138,reggae music,0.9099500179290771
48,country,This song comes with a male voice singing in a higher key and strings playing the same melody in the background in the midrange. A timpani hit is playing along with the drums. This song may be playing in a latin country where someone is cleaning the house with open doors and windows listening to this song in a very loud volume.,"rock/ballad, e-bass, acoustic drums, timpani, strings, acoustic guitar, male voice singing, higher key, medium tempo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jazzy,0.945008397102356,funky bass,0.9369325041770935,reggae,0.9342492818832397,tambourine beats,0.9306739568710327,guitar strumming,0.9193586707115173
49,pop,"A female singer sings this passionate melody. The song is a medium  tempo with a groovy bass line , steady drumming, keyboard accompaniment, Indian percussion and tambourine accompaniment. The song is playful and romantic. The song is a modern Bollywood pop song with average quality audio.","telephone ringing, hindi pop music, medium tempo, indian percussions, tambourine percussions, female singers, romantic, love song, hindi pop song, guitar rhythm, strong bass line, energetic, passionate, bollywood dance music, average audio quality, keyboard accompaniment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disco pop,0.9545460939407349,synth sounds,0.9518090486526489,synth pop,0.9513144493103027,pop,0.949521541595459,boomy,0.9431238174438477
50,pop,"This song is a Retro electronic instrumental. The tempo is fast with electronically arranged music, slick drumming, bright amplified keyboard harmony, tambourine beats,synthesiser arrangements and male and female vocalisation. The song is youthful, groovy,vibrant, upbeat, passionate, catchy and punchy. This song is a Retro EDM.","instrumental, electro pop, fast tempo, pop hits, retro pop, edm, dance music, club music, workout music, vocalisation, perky, energetic, catchy, upbeat, synthesiser arrangement, tambourine beats, infectious drumming, auto tuned voices, keyboard harmony",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synth pop,0.9475899934768677,r&b,0.9413662552833557,disco pop,0.9387174248695374,reggae,0.9277967214584351,funk,0.9241719245910645
51,rock,"This song contains an acoustic drum playing a simple rock groove with an e-bass playing a bassline along with the e-guitar strumming chords on the same notes as the bass. A deep male voice is singing, almost streaming sounding wild and loud. Then a synth pad comes in playing a melody panned to the left side of the speaker. This song may be playing at a rock festival.","rock, e-guitar, e-bass, acoustic drums, synth pad, male deeper voice singing, wild energy",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.20000000000000004,tambourine beats,0.9564270973205566,funky bass,0.9428224563598633,groovy rhythm,0.9324816465377808,acoustic drums,0.9310303330421448,reggae,0.9264910221099854
52,rock,"A e-guitar with a chorus effect is playing a simple, repeating chord progression while another guitar  is playing a bassline over it that sounds more like a countermelody. On top of that, slightly panned to the right side of the speakers, a xylophone is playing single notes with a lot of reverb. This song sounds repetitive and relaxing and soft. This song may be playing with earphones waiting for the bus.","rock/pop, xylophone, e-guitars, soft, medium tempo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,guitar strumming,0.9445123672485352,catchy,0.9227966666221619,jazzy,0.9190181493759155,groovy bass line,0.9140721559524536,groovy bassline,0.9116721153259277
53,country,"This music clip is of a musician playing a lilting melody on the Banjo. The tempo is medium with a rhythmic lead harmony. There is no other instrument used. The music is soft, mellow, nostalgic, and calming. Soothing and simple.","instrumental, medium tempo, string instrument, plucked string instrument, banjo, african instrument, american instrument, 9 stringed instrument, sweet melody, folk, country, blue grass",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,guitar rhythm,0.9535092115402222,slide guitar,0.9476511478424072,groovy bass lines,0.9456151127815247,electric guitar,0.9402137994766235,amplified guitar,0.939836859703064
54,pop,This is an acoustic performance of a k-pop piece. The lead is a male vocal that is singing gently and melodically in the Korean language. He is also playing an acoustic guitar as the melodic background of the piece. The song is in the major scale which gives it this positive and uplifting aura. This piece could be used in the soundtrack of a coming-of-age/teenage drama TV series that takes place in Korea. It could also be playing in the background of a coffee house.,"k-pop, korean, acoustic, male vocal, melodic singing, acoustic guitar, mellow tune, easygoing, positive, uplifting",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synth pad,0.8848702311515808,pop song,0.884606122970581,drum machine,0.8832765817642212,pop,0.8810110092163086,reggae song,0.8808431625366211
55,rock,This is the live performance of a hard rock piece. There is a male vocal who is shouting at the crowd while revving up a chainsaw. The electric guitar is playing the melody while the bass guitar is playing in the background. The acoustic drums are playing a simple blues rock beat. The atmosphere is aggressive.,"hard rock, live performance, male vocal, shouting, electric guitar, bass guitar, acoustic drums, chainsaw, hard-hitting, aggressive",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,smooth bass,0.9055837392807007,energetic drums,0.8826914429664612,steady bass line,0.8776651620864868,distorted bass guitar,0.8707793354988098,slick drumming,0.8692758083343506
56,jazz,"A male vocalist sings this mellow song.he tempo is medium with jazz style piano accompaniment, synthesiser articulation, slick drumming, funky bass line, cajun beat and an interactive vocal harmony. The music is mellow, soothing, ambient, soulful, passionate, emotional and persuasive. This song is a contemporary R&B/Soul.","male singer, medium tempo, soft, romantic, passionate, persuasive, sentimental, melodious vocal backup, r&b, soul, jazz style piano, synthesiser arrangements, pop, contemporary pop, ambient, love song, passionate, complex chords, slick drumming, groovy bass, cajun beat, digital drum, drum machine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,funky bass,0.9447503089904785,reggae,0.9360111355781555,moderate tempo,0.899289608001709,funk,0.8969444036483765,tambourine beats,0.8955627679824829
57,rock,"An acoustic drum with a lot of reverb is playing a minimalistic slow groove along with an e-bass playing long single notes. A synth hit comes in for a moment and then an e-guitar is talking over it with a melody. The male voice sings with a lot of reverb, reverb and a chorus/flanger on his voice. The whole recording is full of reverb and the voice of the singer is using a ping pong delay. This song may be playing on a lazy day at home.","christian rock, guitars, acoustic drums, e-bass, male voice singing, higher register, synthesizer, slow tempo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,funky bass,0.9182902574539185,reggae,0.9109979867935181,tambourine beats,0.9048928022384644,guitar strumming,0.9000554084777832,jazzy,0.8917379975318909
58,country,"A girl band sings this lively song. The tempo is medium with vibrant music. The audio quality is inferior so the music and vocals are incoherent. This is a live performance with ambient sounds of fans cheering, clapping and singing along. This song is a hit Country Rock.","female vocalists, medium tempo, live performance, country rock, folk, world music, acoustic, country song, youthful, enthusiastic, energetic, entertaining, folk, concert, incoherent sound, amateur recording, live audience, girl band, dixie chicks  concert, ambient sounds, fans cheering, clapping, hysteria",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jazzy,0.9426600933074951,funky bass,0.931294322013855,catchy,0.9258663654327393,tambourine beats,0.92197585105896,groovy rhythm,0.9198962450027466
59,country,The song is a slow country song - a country ballad played on a steel guitar. This is the type of song that would be suitable for an old country western movie where a hero character walks into a diner. This is a live recording and the song has a slow tempo.,"steel guitar, country music, live recording, slow country music, country ballad, arpeggio, intricate steel guitar playing, country western, vintage country",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,groovy bass line,0.9589604735374451,groovy bass lines,0.956434965133667,acoustic rhythm guitar,0.9552486538887024,guitar strumming,0.9435135126113892,country blues,0.9392368793487549
60,jazz,"A male singer sings this groovy bop tune. The song is medium tempo with a groovy double bass playing, piano accompaniment, trumpet playing percussively and brush drumming rhythm. The song is entertaining and exciting. The song is a jazz dance tune with an electronica twist.","groovy music, love performance, dj, dance music, brush drumming rhythm, groovy bass line, steady drum rhythm, piano accompaniment, trumpet playing percussively, male singer, female backup singer, vocal harmony, bop tune, double bass harmony, jazz music, jazz dance music, poor audio quality, people dancing, dance rhythm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jazzy,0.9573479890823364,funky bass,0.9562333822250366,tambourine beats,0.947492241859436,reggae,0.9457954168319702,groovy rhythm,0.9377157688140869
61,rock,"The low quality recording features a cover of a rock song and it consists of an electric guitar feedback playing over a live performance instrumental that has crowd cheering, crowd clapping noises, smooth bass guitar, repetitive synth bells melody, punchy snare and kick hits and shimmering tambourine. It sounds emotional and easygoing.","low quality, live performance, electric guitar feedback, crowd noises, crowd clapping, crowd cheering, smooth bass guitar, repetitive synth bells melody, punchy snare, punchy kick, shimmering tambourine, cover, rock, emotional, easygoing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,funky bass,0.9627284407615662,acoustic drums,0.9602593779563904,groovy rhythm,0.9515388011932373,groovy bassline,0.9491204023361206,guitar strumming,0.9479321241378784
62,classical,This composition contains a cello playing in the lower register providing a bass melody while other violas and violins are playing a melody and a countermelody in the mid to high range. This song sounds suited for a wedding proposal.,"classical, cello, violins, viola, ceremonial, slower to medium tempo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,string section,0.95450758934021,sustained strings melody,0.9497594237327576,piano,0.9468989372253418,piano accompaniment,0.9427092671394348,keyboard harmony,0.9412142038345337
63,metal,"This is an instrumental heavy metal piece. The distorted electric guitar is playing an aggressive riff while accompanied by a bass guitar. In the rhythmic background, there is a slow but hard-hitting heavy metal beat played on the acoustic drums. The atmosphere is loud and violent. This piece can be used in the soundtrack of a movie/TV show involving crime. It could also be played at a rock bar or a sports venue.","heavy metal, no singer, instrumental, distorted electric guitar, bass guitar, acoustic drums, loud, violent, hard-hitting, aggressive",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goth rock,0.9293732643127441,energetic drums,0.9235035181045532,hard rock,0.9219986200332642,smooth bass,0.9179289937019348,steady drumming rhythm,0.9115337133407593
64,classical,"The song is an instrumental. The tempo is slow with a choir harmonising and creating ethereal chants, string section and a philharmonic orchestra harmony backing. The song is ethereal and magical. The song has poor audio quality.","instrumental music, movie soundtrack, ethereal music, philharmonic orchestra, slow rap chants, choral harmony, magical energy, magical journey, violins, string section harmony, rhythm section, ethereal tones, pulsating energy, bad audio quality, concert hall, opera hall, conductor, composer, western classical music, sonic effects, keyboard accompaniment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synth pad,0.9549472332000732,synth sounds,0.9505486488342285,drum machine,0.9411249160766602,pop song,0.928106427192688,shimmering cymbals,0.9253922700881958
65,hiphop,This song contains a thick acoustic drum sample playing a slow hiphop groove with a simple bassline. A female voice sample is singing while a male voice is rapping. his voice sounds doubled. This song may be playing in an urban shop.,"hiphop, oldschool, female voice sample singing, bass, acoustic drums sample, male voice rapping, slow tempo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reggae,0.9504492282867432,tambourine beats,0.947256326675415,r&b,0.9428876638412476,rap,0.9265260696411133,funky bass,0.9152432680130005
66,country,The song is an instrumental. The song is medium tempo with a groovy rhythm and fast fingers playing this banjo solo. The song is entertaining and exciting. The song is of poor audio quality and a live performance video.,"banjo player, fast tempo, groovy music, love video performance, instrumental music, virtuoso, walking bass line, entertaining, love performance, soloist, country blue grass, entertaining, energetic, passionate, spirited, instrumentalist, poor audio quality, live performance",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,guitar rhythm,0.9641052484512329,groovy bass line,0.9553914070129395,groovy bassline,0.9531034827232361,groovy rhythm,0.9530491828918457,groovy bass lines,0.9526581764221191
67,classical,"This is a classical music piece played on the viola da gamba and the harpsichord. The performance is live, and the song has a refreshing, light and fun ""Spring"" feel to it.","live performance, classical music, live recording, viola da gamba, harpsichord, soothing, whimsical, magical, light, fresh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instrumental,0.9469749331474304,string section,0.9450832605361938,piano,0.9412858486175537,sustained strings melody,0.9406001567840576,brass melody,0.9400346279144287
68,metal,"The low quality recording features a traditional song that consists of wooden percussive elements, addictive accordion melody, smooth bass and some metallic buzzing sounds. Even though it is mono and noisy, it still sounds soulful and addictive.","low quality, mono, noisy, percussive wooden elements, addictive accordion melody, smooth bass, metallic buzzing, soulful, addictive, traditional",0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.2,0.16666666666666666,0.1818181818181818,guitar strumming,0.9508072137832642,funky bass,0.949862003326416,smooth bass,0.9494670629501343,groovy bassline,0.9463248252868652,steady bass line,0.9462753534317017
69,hiphop,"Male vocalist sings this upbeat Hip-Hop song. The tempo is fast with minimal instrumentation of a lively infectious, punchy drumming and enthusiastic vocal backup and incessant, vigorous vocalisation. The song is buoyant, catchy, punchy, funky, youthful,groovy, engaging, vibrant and vivacious. This song is contemporary Hip-Hop/Rap.","male singer, lively backup vocals, alternative hip-hop, reggae fusion, interactive, vocalisation, fast tempo, infectious drumming, keyboard harmony, hip-hop, rap, hip-hop hits, minimalist instrumentation, upbeat, catchy, buoyant, punchy, peppy, perky, dj, dj mixer, dance pop, dance music, dance groove, club music, groovy, funky",1.0,0.05,0.09523809523809523,0.6666666666666666,0.1,0.1739130434782609,0.4,0.1,0.16000000000000003,rap,0.9169397950172424,reggae,0.9152318239212036,hip-hop,0.9137006402015686,funky bass,0.9132493138313293,r&b,0.9056020975112915
70,metal,"This clip is an instrumental of two separate tracks. The tempo is medium with the first clip of ambient nature sounds during a rainfall like, thunder, lightning and water flowing followed by  a rhythmic clanging of metal. The second clip is sinister music on the synthesiser followed by the buzzing of an electric circuit. The audio is dark, sinister, anticipatory, scary, suspenseful and spooky.","instrumental, medium tempo, sound of rain, anticipation, scary, dark, buzzing electric circuit, intense, suspense, thunder, lightening, metal clanging rhythmically, storm, thunder storm, rain storm, heavy rain, electronic music, two tracks, unrelated, sinister, scary, spooky, eerie, electricity, buzzing, water flowing",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.1818181818181818,steady drumming rhythm,0.9453725814819336,slick drumming,0.943972110748291,uptempo,0.9393976330757141,simple percussion,0.9332214593887329,sinister,0.9316415786743164
71,pop,"The low quality recording features a pop song that consists of an echoing male vocal singing over punchy kick and snare hits, shimmering hi hats, metallic percussions, synth lead melody, synth pad chords and groovy synth bass. It sounds energetic, nostalgic and exciting - like something you would hear in clubs during the 80s.","low quality, pop, echoing male vocal, punchy snare, shimmering hi hats, punchy kick, metallic percussions, synth lead melody, synth pad chords, groovy synth bass, energetic, exciting, nostalgic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slick drumming,0.9625501036643982,disco pop,0.9592972993850708,synth pop,0.95784592628479,funk,0.9468446969985962,r&b,0.9409692287445068
72,jazz,"This salsa song features a female voice singing the main melody. This is accompanied by percussion on a drum kit as well as on a congo. The congo gives this song the salsa feel. The drum kit plays the cowbell and high pitched snare drum to add more of the salsa vibe. The bass plays groovy fills. Trumpets, trombones and saxophones play fills in between lines. They play in harmony. A piano plays jazzy chords in the background. This song can be played in a dance club for a salsa night.","salsa song, female voice, percussion, trumpets, congo, cowbell, trombone, saxophone, dance song, bass, piano, moderate tempo",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.125,0.15384615384615385,reggae,0.9663093090057373,funky bass,0.9315966367721558,reggae music,0.9244047403335571,tambourine beats,0.9202672243118286,moderate tempo,0.9118981957435608
73,metal,"This music is instrumental. The tempo is medium with a sharp melody of the xylophone. It is melodic, reverberating,    minimalist with a festive ring to it.","instrumental, medium tempo, sharp sounds, xylophonist, metalophone, festive, xylophone, resounding, reverberating, percussive instrument, bells, metallic sounds",0.0,0.0,0.0,0.3333333333333333,0.5,0.4,0.2,0.5,0.28571428571428575,percussive bass line,0.9651056528091431,medium tempo,0.9493140578269958,medium to uptempo,0.9489169120788574,slow tempo,0.945217490196228,simple percussion,0.9442472457885742
74,classical,This is a classic music piece belonging to the baroque era. There is a soprano male vocal singing at an extraordinarily high pitch. The melody is being played by the violin and the cello. There is an emotional atmosphere to this piece. It could be playing in the background at a classy restaurant. It could also work well in the soundtrack of an art movie.,"classical music, baroque, male vocal, soprano, violin, cello, emotional, dramatic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,synthesiser arrangement,0.9550172090530396,synthesiser arrangements,0.9546217918395996,shimmering cymbals,0.9516433477401733,cymbals crashing,0.940758228302002,energetic cymbals,0.9407075643539429
75,rock,"The low quality recording features a compilation of rock songs in-between which there is a flat male vocal talking. At the very beginning there is a short snippet of a groovy piano melody and fruity male vocal singing over it. After that, there is an even shorter snippet of a song that consists of acoustic rhythm guitar and a male vocalist singing over it. And at the end of the loop, there is a fade in into a flat male vocal singing with background vocals over punchy kick, punchy snare, shimmering cymbals, distorted bass guitar and electric guitar melody. Overall it sounds weird and chaotic, due to the arrangement of the sounds, but it is also energetic.","compilation, fade in, rock, groovy piano melody, fruity male vocal, flat male vocals, low quality, punchy snare, punchy kick, shimmering cymbals, background vocals, electric guitar chords, acoustic rhythm guitar, distorted bass guitar, chaotic, energetic, weird",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,steady bass line,0.9550620317459106,groovy bassline,0.9535344243049622,guitar strumming,0.9510098695755005,groovy bass line,0.9490400552749634,strong bass line,0.9433133006095886
76,country,"Punk rock with a country twang, featuring an acoustic guitar strumming, an overdriven electric guitar playing lead, multiple male vocalists, male background vocals and a simple chord progression. The drums play an uptempo country beat, or ""train beat"" more specifically. The kind of band you might hear at a pub in a semi-rural suburb.","punk rock, twang, cow punk, acoustic guitar strumming, overdriven electric guitar lead, multiple male vocalists, male background vocals, uptempo country beat, train beat, simple chord progression, pub",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,country blues,0.9401422739028931,groovy bass guitar,0.9354473352432251,groovy bass,0.9117720127105713,groovy bassline,0.910318911075592,groovy bass line,0.9097474813461304
