genre,graph_path,feature_path,ytid,caption,tags,split
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00091.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00091.npy,Ok-ia7ziJy0,This song contains people strumming chords on acoustic guitars while a banjo and a mandolin are taking turns playing a lead melody. In the background you can hear an upright bass playing a fitting bassline. This song may be playing live while having a BBQ with friends.,"['amateur recording', 'folk/country', 'acoustic guitars', 'mandolin', 'banjo', 'upright bass', 'uptempo', 'good mood']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00065.npy,sgwvhvkNELc,"A male vocalist sings this spirited song. The tempo is fast with keyboard harmony, piano accompaniment,groovy bass lines, digital drum and synthesiser arrangement. The song is catchy, enjoyable, youthful, energetic and vivacious with recurring and insistent rhythm and a dance groove. This song is a Reggae song.","['male singer', 'fast tempo', 'boomy bass lines', 'vibrant', 'enthusiastic', 'energetic', 'passionate', 'piano accompaniment', 'reggae', 'folk', 'jamaican folk', 'catchy vocal riff', 'keyboard harmony', 'repetitive rhythm', 'insistent', 'synthesiser arrangements', 'raspy vocals', 'upbeat', 'vibrant', 'enthusiastic', 'energetic', 'minimal instruments', 'electronic instruments', 'digital drum']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00076.npy,C7OIuhWSbjU,This is a heavy metal piece. There is a female singer upfront singing in medium pitch in the Japanese language. The distorted electric guitar is playing the melody while a relatively quieter bass guitar is accompanying it. The acoustic drums are playing an accentuated heavy metal beat full of rapid fills. A faint rhythmic pad can also be heard in the chorus. The general atmosphere of the song is energetic and rebellious. This piece could be used in an action-filled anime soundtrack.,"['heavy metal', 'female vocal', 'japanese', 'distorted electric guitar', 'bass guitar', 'pad', 'acoustic drums', 'rebellious', 'loud']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00022.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00022.npy,nyjXFx0GSX8,"We hear the bright ringing of two metal objects clanging against each other. This is the bright metallic sound of steel ringing. In the distance, we faintly hear a country rock song. Specifically, we hear a country rock guitar riff being played in the background. There is also the sound of a non-steel object being placed on a surface.","['steel hammering', 'metal ringing sound', 'distant country rock music', 'distant electric guitar riff', 'metal clanging', 'bright tinny ringing sound']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00057.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00057.npy,8oUI02eK3SM,This song contains a male voice singing in the midrange while backing voices are supported with vocals in the higher register. Someone is playing a complex jazzlike groove on the drums. An e-guitar is playing a loud arpeggio melody panned to the right side of the speakers along with an e-bass. This song may be playing live at a jazz festival.,"['funk/r&b/jazz', 'acoustic piano', 'e-bass', 'e-guitar', 'male voice singing', 'backing voices', 'uptempo']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00031.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00031.npy,SxYnb9_qDtk,"A male vocalist sings this spirited rap. The tempo is medium with keyboard accompaniment, digital drums,electric guitar riff and synthesiser arrangements with vocal backup. The song is passionate, compelling, strong telling, chanting, persuasive and youthful. This song is Contemporary Rap-Hip-Hop.","['male vocalist', 'medium tempo', 'rap', 'rap hits', 'digital drum', 'youthful', 'street rapper', 'disco rap', 'hip-hop', 'hip-hop hits', 'rhythmic patter', 'electronic music', 'drum machine', 'synthesiser arrangements', 'vocal backup', 'passionate', 'engaging', 'compelling', 'persuasive', 'street vernacular', 'slangy lyrics', 'chanting', 'recurring beat', 'amplified guitar']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00056.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00056.npy,tZgww16UyU8,"The Hip Hop song features a flat male vocal rapping over arpeggiated piano melody, sustained high pitched violin melody, punchy snare and kick hits, simple hi hats, boomy bass and soft crash cymbal. It sounds heartfelt, emotional and sad.","['hip hop', 'arpeggiated piano melody', 'punchy kick', 'punchy snare', 'sustained high pitched violin melody', 'heartfelt', 'emotional', 'sad', 'boomy bass', 'soft crash cymbal', 'flat male vocal', 'simple hi hats']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00076.npy,gRn6OjQf2ZQ,"The song is upbeat, groovy and jazzy. The main percussive elements are created by live tap dancing on a stage, as well as more base oriented percussion from a cajon drum. There's a grand piano playing an intricate melody.","['live performance', 'tap dancing percussion', 'grand piano', 'upbeat', 'cajon drum', 'lively', 'dance', 'jazzy']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00025.npy,sZQ4TeLueSs,This is a low quality audio clip. This jazz song features percussion playing a Latin style beat. A chindong is being played along with the main percussion. This instrument has a 'tin' sound. There are no other instruments in this song. The male singer narrates one line in the course of this song. This is an instrumental song. The mood of this song is happy.,"['jazz song', 'low quality audio', 'latin style percussion', 'chindong', 'male narrator']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00002.npy,DHo1z0_ZUNA,The song is a slow country song - a country ballad played on a steel guitar. This is the type of song that would be suitable for an old country western movie where a hero character walks into a diner. This is a live recording and the song has a slow tempo.,"['steel guitar', 'country music', 'live recording', 'slow country music', 'country ballad', 'arpeggio', 'intricate steel guitar playing', 'country western', 'vintage country']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00066.npy,AagemOzvoZE,"This song is a romantic duet. The tempo is medium with a plethora of instruments like the auto harp, fiddle, acoustic guitar, electric guitar, bass guitar, banjo,intense drumming, cello, violin harmony and vocal harmony. The song is a romantic, charming,emotional, passionate love song. The instrumentation style and music decibels indicate that this is the climax of a country love song.","['duet', 'medium tempo', 'country song', 'fiddle', 'auto harp', 'song climax', 'country love song', 'first love', 'wedding song', 'proposal song', 'banjo', 'mandolin', 'acoustic guitar', 'intense drumming', 'keyboard harmony', 'cello', 'violins', 'electric guitar', 'bass guitar', 'love song', 'romantic', 'passionate', 'emotional', 'country song hits', 'country pop', 'folk music']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00092.npy,aNjtfIoVzas,This song contains a plucked string instrument playing a melody in the higher register along with an acoustic guitar strumming chords on the backbeat and an upright bass playing a simple melody along to the lead melody. This song may be playing in a video-presentation.,"['country/folk', 'acoustic guitar', 'upright bass', 'plucked string instrument', 'medium to uptempo']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00066.npy,CQlh4k5pXKA,"The song is a movie soundtrack. The song is medium tempo with groaning tones, crying sounds, ambient Street noises, and guitar strumming rhythm. The sound track is played for an emotionally sad scene. The audio quality is overall poor.","['male singer', 'crying vocals', 'groaning sounds', 'tragedy', 'ambient noises', 'deteriorated music quality', 'movie soundtrack', 'nostalgic pop song', 'male singer', 'medium tempo', 'grief', 'sadness', 'grief', 'poor audio quality', 'guitar strumming', 'melancholic music', 'breakup song', 'movie scene music']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00081.npy,xt6V3Ic72nE,"This is the live performance of a reggae piece. There is a male vocal hollering while a younger sounding male vocal is singing in a Jamaican accent. An electric guitar is strumming chords in staccato while a bass guitar is playing a groovy bass line. In the rhythmic background, there is an acoustic drum playing a reggae beat. The atmosphere is chill. This piece could be played at beach parties and in the soundtracks of summer vacation-themed movies or TV shows.","['reggae', 'dub', 'live performance', 'male vocal', 'teen male vocal', 'electric guitar', 'bass guitar', 'acoustic guitar', 'groovy', 'laid back', 'fun', 'chill']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00009.npy,nU7x170OvJ4,"This is a bluesy country style song played on a lap steel guitar. There is a walking bassline, and slide guitar being played. The singer has a burly, calm voice. The song would be heard in an old school bar in Texas - which might be called a ""saloon"".","['lap steel guitar', 'blues', 'upright bass guitar', 'country blues', 'twangy high pitched licks', 'slide guitar']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00021.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00021.npy,w9CxACZ5Oi0,This is a Western music piece performed live by an orchestra. There is a mandolin playing the main melody. Many strummed instruments such as acoustic guitar and ukulele are being played in the melodic background. These sounds evoke an adventurous feeling This piece could be used in the soundtrack of a Western movie/TV series. It could also suit well in the soundtrack of a wild west themed video game like Red Dead Redemption.,"['western music', 'no singer', 'instrumental', 'orchestra', 'mandolin', 'ukulele', 'acoustic guitar', 'bass guitar', 'adventurous', 'eccentric', 'movie music', 'video game music']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00059.npy,v1EDTMRmJlY,"The low quality recording features a reggae song that consists of passionate male vocal singing over offbeat, widely spread guitar chords, groovy bass, punchy kick hits, punchy snare hits layered with claps, bouncy wooden percussions and echoing brass melody. It gives off happy and fun vibes - as every reggae song should.","['low quality', 'reggae', 'passionate male vocal', 'offbeat wide electric guitar chords', 'groovy bass', 'punchy kick', 'punchy snare', 'claps', 'bouncy wooden percussions', 'echoing brass melody', 'energetic', 'happy', 'fun']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00040.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00040.npy,0Ubu4BqSWmU,"A male vocalist sings this mellow rap. The tempo is medium with a groovy bass line, keyboard harmony , slick drumming and vocal backup. The song is youthful, story telling, passionate, impactful, compelling and engaging. This song is contemporary Hip-Hop/Rap.","['male singer', 'slow tempo', 'funky bass lines', 'intense drumming', 'synthesiser arrangements', 'vocal backup', 'hip-hop', 'rap', 'pop rap', 'hip-hop hits', 'disco rap', 'rhythmic speech', 'story telling', 'passionate', 'emotional', 'persuasive', 'compelling', 'engaging', 'persuasive', 'youthful']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00059.npy,aW6greyYuO4,"This is an orchestra playing Arabic music. The melody is played by the conjunction of multiple instruments such as violin, flute and qanun while tambourines create the percussive background of the piece. It has an oriental atmosphere that could be very fitting in a movie or a show taking place in the Middle East. It could also be a good background music for Arab cuisine restaurants.","['arabic', 'orchestra', 'violin', 'qanun', 'tambourine', 'percussion', 'flute', 'oriental', 'dance']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00003.npy,PxXR74Uohfg,This audio contains someone playing a very fast groove on tablas then another instrument takes over playing the same rhythm on a metallic rattle instrument. You can hear people talking and the crowd is cheering. The atmosphere sounds relaxed and joyful. This song may be playing live at an instrument battle.,"['amateur recording', 'tablas', 'metallic rattle instrument', 'positive energy', 'crowd cheering']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00075.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00075.npy,c3T1gWSVp6c,"The low quality recording features a regional Mexican song that consists of a passionate male vocal singing over brass melody, wooden percussions, tinny metallic percussions, groovy piano melody and groovy bass. It sounds joyful, happy and energetic.","['low quality', 'regional mexican', 'brass melody', 'wooden percussions', 'tinny metallic percussions', 'groovy piano melody', 'groovy bass', 'passionate male vocal', 'joyful', 'happy', 'energetic']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00092.npy,0J_TdiZ3TKA,"A male vocalist sings this sweet animated song in a foreign language.The tempo is fast with an equally animated and cheerful piano accompaniment. The song is simple, sweet, adorable,catchy, lovable, catchy, upbeat, cute, engaging, winsome and charming. This song is a Children’s song from an animated series.","['male vocalist', 'fast tempo', 'foreign language', 'pleasant', 'soft', 'popular songs for children', 'animation', 'cartoon', 'adorable', 'cute', 'minimalist', 'vocal emphasisengaging', 'charming', 'animated singing', 'spirited piano accompaniment', 'fun', 'cheerful', 'sweet', 'catchy', 'engaging', 'children’s song', 'kids songs', 'kids animated series', 'compelling']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00014.npy,ChyayWIp_vU,A male voice is singing along to a fast paced reggae instrumental. The drums are playing a reggae-groove along with a harmonica on the offbeat. Two e-guitars are playing a single note melody. Both are following the bassline adding harmonies. A saxophone is adding a little melody after every end of a phrase. The male voice is singing in the mid-range and sounds doubled. Some of the instruments are panned to the left and right side of the speakers. This song may be playing at a local bar.,"['reggae', 'saxophone', 'acoustic guitar', 'e-guitar', 'e-bass', 'acoustic drums', 'harmonica', 'male voice singing', 'positive energy', 'uptempo']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00071.npy,JFJuEOZx1K4,This rock and roll song features a male voice singing the main melody. There is a female and male backing voice singing in harmony. This is accompanied by percussion playing a simple beat in common time. The bass plays a 12 bar blues lick. The organ fills in between lines. The mood of this song is happy. The quality of audio is low. This song can be played at a celebration party.,"['rock and roll', 'amateur recording', 'male voice', 'female backing voice', 'vocal harmony', 'percussion', 'rock and roll bass riffs', 'organ song', 'happy song', 'song for celebration', 'moderate tempo']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00062.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00062.npy,NVo-stvk_QE,Here we have an electric guitarist intricately playing a guitar solo with a reverb effect applied to his guitar. The music is a jazzy type of backing track with a sophisticated walking bassline. The guitarist is highly skilled.,"['jazzy', 'electric guitar solo', 'simple jazzy drumming', 'intricate walking bassline', 'reverb effect', 'complex electric guitar playing']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00070.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00070.npy,LFYRuK8YstI,This amateur recording features a male voice singing the main melody. This is accompanied by a banjo being strummed in a country rhythm. This song is sung at a moderate tempo. This song has a patriotic feel. There are no other instruments in this song apart from the tenor banjo. This song can be played in a patriotic American movie.,"['country song', 'banjo song', 'amateur recording', 'no percussion', 'male voice', 'moderate tempo', 'folk song', 'minimal instruments', 'patriotic song']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00047.npy,3obJKn19jTE,This is a grunge rock music piece. A distorted electric guitar playing power chords leads the tune with a bass guitar in the background. Loud acoustic drums provide the rhythmic background while also playing a lot of fills. There is also a male vocal. The music has a rebellious atmosphere mixed with a rough sound that is characteristic of the grunge scene. This piece could be used as a soundtrack in college drama movies/TV series. It could also be used in advertisements targeted at teenagers.,"['grunge', 'rock', 'male vocal', 'distorted electric guitar', 'bass guitar', 'acoustic drums', 'muddy', 'loud', 'powerful', 'rebellious']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00099.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00099.npy,LFYRuK8YstI,This amateur recording features a male voice singing the main melody. This is accompanied by a banjo being strummed in a country rhythm. This song is sung at a moderate tempo. This song has a patriotic feel. There are no other instruments in this song apart from the tenor banjo. This song can be played in a patriotic American movie.,"['country song', 'banjo song', 'amateur recording', 'no percussion', 'male voice', 'moderate tempo', 'folk song', 'minimal instruments', 'patriotic song']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00078.npy,hBQFoDI3NMI,"This music is an Electric Guitar instrumental. The tempo is fast with a dissonant background score . There is the sound of people talking in the background. The music is superimposed on a track which doesn’t seem to be in sync. The lead however is powerful, loud, intense and emphatic. This is a Rock Instrumental.","['instrumental', 'electric guitar', 'people talking in the background', 'home recording', 'amateur recording', 'rock instrumental', 'intense', 'loud', 'amplified guitar', 'youthful', 'enthusiastic', 'vehement', 'spirited', 'sonic power’', 'medium tempo', 'background noises', 'accompanying music', 'people talking', 'loud', 'powerful', 'intense', 'rock', 'hard rock', 'metal', 'dissonant']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00003.npy,xM4p5pmRAxM,This is a live performance of a classical music piece. There is a grand piano playing dramatically in minor keys. The piece has a grandiose and mysterious aura to it. This piece could be used in the soundtrack of a horror movie. It could also be used in a horror video game theme.,"['classical', 'fugue', 'minor key', 'no singer', 'grand piano', 'mysterious', 'grandiose', 'dramatic', 'live performance']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00077.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00077.npy,4ymXDU-48EE,A female singer leads other backup singers in a vocal harmony. The song is medium tempo with just mouth and body percussion. The song is groovy and played with a lot of ambient crowd noises. The song is a movie soundtrack.,"['female singer', 'acapella band', 'ambient sounds', 'choral band', 'mouth percussions', 'body percussions', 'crowds talk', 'cheering sounds', 'movie soundtrack', 'vocal harmony', 'medium tempo', 'groovy music', 'song cover', 'groovy music', 'bad audio quality', 'modern pop hits']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00081.npy,4i9DgH80kDg,"This music is instrumental. The tempo is medium with an animated Banjo lead harmony. There is minimal instrumentation with cheerful ,popping vibrations of this beautiful instrument. It is lively ,spirited, cheerful and adds a beautiful layer to Country and Folk Songs.","['instrumental', 'medium tempo', 'banjo', 'popping', 'cheerful', 'stringed instrument', 'lively', 'spirited', 'vibrations', 'stringed instrument', 'country music', 'plucking', 'folk music', 'bluegrass', 'african instrument', 'melodious', 'rhythmic']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00046.npy,dwAo0dKCyBI,"A male vocalist sings this rap. The tempo is medium with the keyboard harmony, digital drum rhythm and boomy bass. The song is passionate, youthful, emotional, buoyant, insightful, intense and story telling in a rhythmic patter. This song is contemporary Rap/Hip.","['male singer', 'medium tempo', 'hip-hop', 'rap', 'insightful', 'clean lyrics', 'simple lyrics', 'christian rap', 'youthful', 'teen rap', 'bouncy', 'punchy', 'steady bass', 'beat boxing', 'keyboard harmony', 'drum machine', 'digital drum rhythm', 'rhythmic patter', 'rhythmic speech', 'passionate', 'emotional', 'impactful', 'intense']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00046.npy,5LX2Unga1p4,"A digital drum with a strong snare that sounds like a slap is playing along with an e-bass that is being slapped, playing a funky bassline. A e-guitar is strumming two funky chords along. A female voice is rapping with a lot of confidence in the attitude and then another female voice is singing accompanied by female backing voices. The file is of poorer audio-quality. This song may be playing in a disco.","['soul/r&b/rap/pop', 'e-guitar', 'digital drums', 'slapped e-bass', 'female voice singing', 'backing vocals', 'medium tempo', 'upbeat', 'amateur recording']",train
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00052.npy,eVjcfdxSFKQ,"This music is an aggressive instrumental. The tempo is fast with hard hitting, vigorous drumming, keyboard harmony and synthesiser arrangements with siren sounds and a menacing, deep growl. The music is angry, aggressive, passionate, extreme,scary, sinister, suspenseful, gothic , hostile, belligerent, violent and combative. This music is Death metal/Death Core.","['instrumental', 'fast tempo', 'vigorous drumming', 'violent', 'death metal', 'heavy metal', 'goth rock', 'death core', 'combative', 'hostile', 'belligerent', 'extreme', 'deep growling', 'keyboard harmony', 'synthesiser arrangement', 'siren', 'menacing sounds', 'dissonant harmony', 'sinister', 'scary', 'spooky', 'goth', 'pulsating', 'aggressive', 'loud', 'boisterous', 'dangerous', 'spine chilling', 'suspenseful']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00043.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00043.npy,8zDbEfC6Uf0,"This song is a loud, energetic electronic instrumental. The audio quality is substandard making it hard to hear the song. One can tell that the song is vibrant , vivacious, bright, youthful and buoyant from the beat of punchy drumming and rapid incoherent vocals. Thesong sounds like EDM.","['instrumental', 'fast tempo', 'muffled audio', 'edm', 'electronic music', 'dance music', 'dance groove', 'youthful', 'punchy beats', 'recurring vocal riff', 'energetic', 'enthusiastic', 'electronic music', 'muted audio', 'incoherent lyrics']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00026.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00026.npy,9ZUzftiN2uw,The clip features the tone of an alarm bell beeping. It beeps with a high and fuzzy tone. A button is then pressed. There is then the sound of a grungy electric guitar being played in a rock style.,"['alarm clock beeping', 'alarm clock', 'beeping', 'high pitched tone', 'ringing', 'electric guitar strumming', 'grungy electric guitar', 'rock', 'button pressing']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00036.npy,g_bgmnJ1b_g,"The low quality recording features an acoustic guitar blues melody. The recording is very noisy, roomy and you can hear cars passing by in the background.","['low quality', 'blues', 'acoustic guitar melody', 'noisy', 'roomy', 'cars passing']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00038.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00038.npy,d-AcpHG7OjU,This is an instrumental percussion piece recording. There is a drummer playing rudiments in rapid procession on a practice pad. A loud metronome beep can be heard close by. This piece could be used in rudimentary education during drum lessons.,"['instrumental', 'percussion', 'rhythm', 'drum practice pad', 'rudiments', 'metronome beep']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00048.npy,Ypuv3htJlpg,This is an amateur recording of a harmonica solo being performed over a blues/rock-n-roll music piece. The piece is instrumental. The harmonica plays a melodic solo in the style of blues. The backing track consists of the electric guitar and the bass guitar playing a simple tune while the medium tempo acoustic drums are playing a basic blues rock beat. The atmosphere is easygoing. This piece could be playing from the radio during a road trip in a movie.,"['amateur recording', 'blues', 'rock-n-roll', 'instrumental', 'harmonica solo', 'backing track', 'electric guitar', 'bass guitar', 'acoustic drums', 'easygoing']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00003.npy,AEwkS57P4eE,"The low quality recording features a blues song that consists of passionate male vocal singing over groovy piano chords, brass melody, whistling melody and smooth bass. It sounds vintage and thus nostalgic and sentimental. The recording is very noisy.","['low quality', 'blues', 'mono', 'noisy', 'passionate male vocal', 'groovy piano chords', 'whistling', 'brass melody', 'smooth bass', 'vintage', 'nostalgic', 'sentimental']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00024.npy,IiBgER0W8iA,This song contains e-guitars playing melodies and rhythmic strumming that are spread to both sides of the speakers. A male voice is singing a melancholic melody in a higher key sitting in the middle of the track. This song may be playing while walking through the park while listening to this song with headphones.,"['rock', 'e-guitars', 'male voice singing', 'medium tempo', 'melancholic vibe']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00084.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00084.npy,j43Dwqzd8w8,This beat contains a bassline that stands out also serving as melody. A rather complex digital drum is played along with male and female short vocal samples. A little tabla samples spices up the rhythm section along with a synthesizer hit. This instrumental is full of rhythmic elements. This song may be playing at home practicing rapping.,"['trap/rap', 'digital bass', 'digital drums', 'male shouting sample', 'female voice sample', 'tabla hit', 'medium to uptempo', 'banger beat']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00061.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00061.npy,t6XtW3SHQNE,"The song is an instrumental. The tempo is medium fast with three accordions playing in harmony and virtuoso style , guitar strumming and other percussion instruments. The song is highly improvisational and has a bad audio quality with ambient room noises.","['live music', 'accordion players', 'accordion harmony', 'percussions playing rhythmically', 'blues', 'guitar strumming', 'chaotic harmonies', 'loud ambient room noise', 'bad audio quality', 'medium fast tempo', 'walking bass style', 'groovy music', 'gypsy music', 'improvisational music', 'emotional', 'spirited exciting', 'instrumental music', 'accordion virtuosos']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00067.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00067.npy,qVuxCN3JpiM,"Someone is playing acoustic drums with a lot of fill-ins before breaking into the next part of the song. A e-guitar and e-bass are playing the same melody/chords to elevate the energy. Female voices are singing in harmony before a male voice starts to scream in a higher register and then starts rapping. The e-guitar then is playing, almost clean sound, melody. This song may be playing with headphones while skating.","['rock/rap', 'e-guitars', 'acoustic drums', 'e-bass', 'male voice screaming/rapping', 'female backing voices', 'medium to uptempo', 'energetic']",train
