split,genre,graph_path,feature_path,ytid,start_s,end_s,caption,tags,mood
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00065.npy,ltZCJ7aPtO0,30,40,"An acoustic piano is playing a ballad with a lot of chord changes and a male voice singing in the higher register. The whole song sounds slightly sad or sensitive. The audio-quality is very bad, it is not very clear to hear if there are other instruments playing in the background. Also is the recording full of big reverb as being played in a big hall. This song may be playing at a live concert.","['pop/ballad', 'acoustic piano', 'male higher singing voice']",sad
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00085.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00085.npy,2sIfE3KOi5s,30,40,"This music is instrumental. The tempo is fast with trumpet harmony, keyboard accompaniment, infectious drumming, syncopated, funky bass lines, lively piano and electric and acoustic guitar riffs. The music is upbeat, groovy, complex harmony, ambient, soulful and funky. This song is Funk Soul;","['instrumental', 'fast tempo', 'rock', 'blues', 'trumpets', 'lively spirited', 'complex harmony', 'complex chords', 'cymbal rides', 'dance groove', 'peppy', 'perky', 'vivacious', 'keyboard harmony', 'piano accompaniment', 'groovy bass lines', 'acoustic guitar', 'electric guitar', 'slick drumming', 'trumpets', 'lively', 'ambient', 'soothing', 'improvisation', 'soul', 'funk/soul', 'rhythmic', 'dance groove', 'syncopated bass lines', 'rhythmic counter play', 'infectious drum grooves']",energetic
train,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00076.npy,HMQfp_qtF-M,220,230,Someone is beatboxing a reggaeton beat. In the background you can hear the crowd clapping and cheering. This song may be playing live as part of a beatbox performance.,"['amateur recording', 'beatbox', 'crowd clapping', 'cheering', 'uptempo']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00024.npy,M7GSBDc6s_w,340,350,Strings are playing a soft chord melody along to a a sitar supporting the male and female voice singing together. A digital soft and round kick drum sound is holding the rhythm together with another guitar-like sounding instrument. The instruments are spread across the two sides of the speakers. This song may be playing in a meditation group singing along.,"['hindipop/meditation', 'citar', 'kick drum', 'string sounds', 'male and female voice singing', 'uptempo']",energetic
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00078.npy,YJKZVSvz1Bk,100,110,"This music is instrumental. The tempo is medium fast with boomy bass, turntable scratching and digitally arranged music. The music is muffled as the audio quality is inferior but the beats are punchy, buoyant, bouncy, youthful, groovy and energetic. This music is a turntable scratching technique.","['instrumental', 'medium fast tempo', 'boomy', 'live performance', 'live audience', 'ambient sounds', 'reverb', 'resonating', 'robotic sounds', 'turn table', 'scratching', 'dj', 'dj mixer', 'club music', 'pulsating', 'vibrations', 'booming', 'vinyl record scratching', 'youthful', 'new age music', 'techno music', 'electro music', 'percussive sounds', 'rhythmic', 'turntablist', 'hip-hop', 'rap']",energetic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00081.npy,8sSV_vqOlS4,250,260,"The low quality recording features a jazz song that consists of a saxophone solo melody played over groovy piano, groovy double bass, shimmering hi hats and punchy snare. It sounds passionate and soulful, even though the recording is noisy and in mono.","['low quality', 'noisy', 'mono', 'jazz', 'saxophone solo melody', 'shimmering hi hats', 'groovy piano', 'groovy double bass', 'passionate', 'soulful', 'punchy snare']",romantic
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00000.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00000.npy,A2WdjyKQ57A,130,140,This is the live performance of a classical music piece. The piece is being performed with a harpsichord. It is in the minor key. The piece is medieval sounding. It could fit perfectly in the soundtrack of a historical drama that takes place in the medieval era.,"['classical music', 'live performance', 'baroque', 'harpsichord', 'medieval sounding']",neutral
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00023.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00023.npy,Yz1DrC54UGk,190,200,This song contains a acoustic drums running through a filter playing along with a tambourine. A e-guitar is playing a short repeating melody. A e-bass is first playing with a effect and then clean when a brass section comes in. This song may be playing with headphones while running on a sunny day.,"['hiphop/breakbeats', 'e-bass', 'e-guitar', 'acoustic drums', 'tambourine', 'brass section', 'upbeat', 'uplifting energy']",happy
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00058.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00058.npy,HplcVmJhuIc,40,50,"This is the background track of a challenge video. Many sound effects can be heard in procession such as the blood pulse, a metallic impact and clock ticking. Then the piece starts playing with loud synth bass and an electronic drum beat. The aura of the track is unnerving and violent which was the reaction expected in the challenge. Some parts of this track can be used to lift samples for a beat.","['sound effects', 'pulse', 'impact', 'synth bass', 'electronic drums', 'tick tock', 'unnerving', 'uneasy', 'violent']",dark
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00080.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00080.npy,UtZofZjccBs,290,300,The drums are playing the kick along with an e-bass. Then 16th notes come in played on a hihat. A male singer with a higher register voice is singing loudly. The song seems to be building up before breaking into the next part. This song may be playing cruising down a hill with a skateboard.,"['pop/rock', 'e-bass', 'acoustic drums', 'background noises', 'male voice', 'higher register', 'singing', 'medium to uptempo']",energetic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00019.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00019.npy,588osm3C4bw,30,40,"The low quality recording features a live performance of a jazz song that consists of a clarinet solo melody played over groovy piano, mellow brass melody, shimmering hi hats and mellow kick hits. It sounds emotional, easygoing and chill.","['low quality', 'live performance', 'jazz', 'clarinet solo melody', 'mellow brass melody', 'groovy piano melody', 'shimmering hi hats', 'mellow kick hits', 'passionate', 'emotional', 'easygoing', 'chill']",calm
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00075.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00075.npy,zGBKakEGSyc,30,40,"The low quality recording features a pop song that consists passionate female vocal, alongside wide harmonizing female vocals, singing over hypnotic synth lead melody, mellow piano chords, punchy snare, bouncy syncopated snare hits, punchy kick hits, groovy bass, staccato violin melody, wide toms roll and shimmering hi hats. It sounds happy, fun and uplifting - like something you would hear on a radio.","['low quality', 'passionate female vocal', 'wide harmonizing female vocals', 'pop', 'hypnotic synth lead melody', 'punchy snare', 'bouncy snare', 'punchy kick', 'groovy bass', 'mellow piano chords', 'staccato violin melody', 'shimmering hi hats', 'wide toms roll', 'happy', 'fun', 'uplifting']",romantic
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00010.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00010.npy,PFX2OO75sRQ,30,40,"The Hip Hop/Rap song features a flat male vocal with filtered, background male vocals, rapping over repetitive plucked synth melody and addictive synth lead melody, followed by distorted 808 bass, snaps and some offbeat hi hats. The whole sound is distorted and everything is in mono, which makes the song low quality.","['hip hop/rap', 'repetitive plucked synth melody', 'snaps', 'flat male vocal', 'background filtered male vocals', 'distorted 808 bass', 'addictive synth lead melody', 'low quality', 'mono', 'offbeat hi hats']",neutral
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00009.npy,LWIHz5kao3g,30,40,"This is a hip hop song which features a young and energetic rapper who raps his lines with passion. The instrumental is minimal, and features a high pitched percussive type of synth which has a transient element. Then we hear a deep 808 sub bass. There's a snare once a bar throughout the clip.","['hip hop', 'minimal percussion', 'young energetic rapper', 'deep 808 bass', 'sub bass', 'punchy bass', 'high pitched staccato synth melody', 'clapping hands', 'confident rapper']",energetic
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00042.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00042.npy,O40E8bpmONQ,30,40,This ska song features a flute playing the main melody. Other flutes play staccato notes in the background. This is backed by trumpets playing chords in the background. The percussion plays a simple beat in common time. The double bass plays a 12-bar blues style bassline. There are no voices in this song. This is an instrumental. This song can be played at a Broadway event.,"['ska song', 'flute', 'trumpets', 'double bass', 'percussion', 'no voices', 'instrumental', 'moderate tempo']",neutral
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00082.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00082.npy,w_z9oSn-eIM,280,290,This is a classical music performance. The piece is played by a classical piano which is complex with rising and falling sequences. The atmosphere is filled with emotion and passion. This heart-touching piece could certainly be used in the soundtrack of a drama movie or a TV show.,"['classical', 'piano', 'live performance', 'emotional', 'passionate', 'heart-touching']",romantic
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00094.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00094.npy,Qe71m678qEU,30,40,This amateur recording features an overdriven guitar playing the main melody. This is a low quality recording and the volumes of the instruments are not professionally mixed. The overdriven guitar is loud. A piano plays a couple of notes in the beginning. The guitar is accompanied by percussion playing a simple beat in the background. The bass plays a blues style bassline. The tempo of this song is slow. The song is based on blues style.,"['amateur recording', 'blues melody', 'overdriven guitar', 'vibrato', 'blues bassline', 'simple percussion', 'slow tempo', 'no voice', 'instrumental', 'piano notes']",calm
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00085.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00085.npy,ZOzavOPeuJQ,100,110,"The low quality recording features a metal song that contains a flat male vocal, alongside harmonizing high pitched female vocal, singing over punchy kick and snare hits, shimmering hi hats, distorted bass guitar, mellow synth bells melody and groovy wide electric guitar riff. It sounds energetic, groovy, aggressive.","['low quality', 'metal', 'flat male vocal', 'harmonizing high pitched female vocal', 'punchy kick', 'punchy snare', 'distorted bass guitar', 'groovy wide electric guitar riff', 'shimmering hi hats', 'aggressive', 'groovy', 'energetic', 'mellow synth bells melody']",energetic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00053.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00053.npy,476vNb6thyM,30,40,"The low quality recording features a jazzy electric guitar melody. The recording is noisy and it is in mono - regardless, it sounds calming and relaxing.","['jazzy electric guitar melody', 'low quality', 'mono', 'noisy', 'calming', 'relaxing']",calm
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00003.npy,OEjgIDubFbg,350,360,"A female singer sang this pop melody with female backup singers in vocal harmony. The song is fast tempo with various percussion instruments, but with a steady drumming rhythm, percussive bass line, guitar rhythm and keyboard accompaniment . The song is youthful and a  party dance song. The song's audio quality is poor.","['female singer', 'advertisement soundtrack', 'fast tempo', 'romantic', 'in love with you', 'dancing with you', 'together always', 'backup singers', 'vocal harmony', 'pop song', 'pop dance hit', 'percussive bass line', 'groovy drumming rhythm', 'percussion hits', 'party night', 'dj', 'dance club', 'dance floor', 'spirited', 'energetic', 'beach party', 'keyboard accompaniment poor audio quality']",energetic
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00068.npy,ao-TFiShaWU,120,130,"This is an acoustic indie rock piece. There is a male vocalist singing gently in the Thai language. An acoustic guitar plays the main tune while a bass guitar is in the background. There is a piano that starts out by supporting the melody, but then wanders towards off-key notes, creating an air of conflict. The atmosphere is melancholic. This piece can be used in the soundtrack of a drama movie/TV show that takes place in Thailand.","['acoustic', 'indie rock', 'male vocal', 'acoustic guitar', 'bass guitar', 'off-key piano', 'acoustic drums', 'gentle', 'easygoing', 'melancholic', 'thai']",calm
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00041.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00041.npy,5gh5H0QqJl0,0,10,Here we have a pop R&B song with a piano arpeggio and guitar strumming as the lead melodic components in the instrumental. A rapper then utters a few words in his raspy and strong voice. We then hear subtle soulful backing vocals. The song is emotional.,"['piano melody', 'piano motif', 'guitar strumming', 'repeated piano arpeggio', 'raspy male rap vocal', 'spoken word', 'female soulful vocal', 'emotional song']",sad
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00081.npy,VjXt63pqUgw,20,30,"This music section is instrumental. The tempo is slow with an amplified instrument playing a monotone Note with hollow sounds. The music is eerie, creepy, sinister, scary, spooky, mysterious, ominous, ambient and supernatural. This music is Goth Rock.","['eerie sound', 'instrumental', 'amplified organ evil', 'goth rock', 'ominous', 'ambient', 'unnatural', 'horrorifying', 'hair raising', 'spine chilling', 'spooky', 'sound of silence', 'hollow sound', 'sinister']",dark
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00070.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00070.npy,u0lm58cet1g,210,220,"This is a pop/disco music piece. There is a male vocalist singing melodically in the lead while the main tune is being played by the saxophone. In the rhythmic background, there is an electronic drum beat with percussive elements surrounding it. The atmosphere is energetic and danceable. This piece could be playing in the background at a dance club during a retro-themed night.","['pop music', 'disco', 'male vocal', 'melodic singing', 'saxophone', 'electronic drums', 'percussion', 'energetic', 'danceable', 'upbeat']",energetic
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00009.npy,LfvdxSBCtFE,30,40,This is an 80s electronic music piece. The rhythmic background consists of a disco electronic drum beat with frequent tom fills. There is a keyboard playing the main tune while a bass and an evolving synth are in the background. The atmosphere of this piece is groovy. This piece could be used at retro-themed nightclubs and parties. It could also be used in the soundtrack of an 80s movie or a TV show.,"['electronic', 'jazz-funk', 'disco', 'electronic drums', 'keyboards', 'bass', 'evolving', '80s', 'danceable', 'groovy', 'retro', 'old-fashioned']",energetic
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00069.npy,9JeN1ld-3fY,280,290,"This is a funky disco song. A song like this would be suitable for an eighties themed dance party. It has a groovy bassline, upbeat rhythmic percussion, and vibrant brass motifs. The singer sounds charming and energetic. The background singers are soulful and sharp on the beat with their vocals - they sing their notes almost in staccato, so that they can stay close to the beat and keep the song feeling groovy.","['funky song', 'disco style', 'upbeat', 'dance', 'groovy bassline', 'eighties', 'vibrant', 'soulful', 'funky background vocals', 'charismatic male lead vocals', 'brass instruments', 'trumpet', 'calm electric piano']",energetic
train,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00045.npy,JFGNmPzPXeA,30,40,Someone is playing an acoustic drum groove with a snare that uses reverb. An e-bass is playing a sub bassline. An e-guitar is strumming short rhythmic chords on the backbeat giving this music its reggae vibe. A keyboard is playing a sound in the mid range and another keyboard responds with a countermelody playing a melody using a brass sound. In the background you can hear people talking. This song may be playing live at a festival.,"['amateur recording', 'reggae', 'acoustic drums', 'e-guitar', 'e-bass', 'piano', 'medium tempo', 'laid back energy']",neutral
train,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00082.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00082.npy,R4b_-IT43P4,30,40,"The song is an instrumental. The song is medium tempo with an amplified guitar solo lead, complete with knob flicking tones. The song is loud and energetic. The audio quality is poor and recorded live at home.","['electric guitar lead', 'poor audio quality', 'rock solo', 'guitar amplifier', 'home music video', 'guitar tone test demo', 'medium tempo', 'rock guitar lead', 'tremolo tones', 'echo tones', 'amplifier knob flicks', 'loud music', 'emotional', 'passionate', 'exciting', 'medium tempo', 'guitar licks']",energetic
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00041.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00041.npy,ovVrS-q3Rzk,30,40,"This is a clip containing vinyl or deck scratching. The DJ manipulates the deck back and forth to create scratching sound effects which have a melodic and percussive type of vibe. There's a mellow synth on which a simple progression is being played, and a simple hip hop drum beat is being played.","['deck scratching', 'vinyl scratching', 'vocal manipulation', 'hip hop beat', 'mellow', 'dj skill', 'bright synth', 'simple hip hop drum beat']",calm
train,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00084.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00084.npy,nVSDv46ARvY,70,80,"The low quality recording features a live performance of a classical song that consists of an arpeggiated harp melody and breathy flute melody. It sounds soulful, emotional and passionate.","['classical', 'live performance', 'low quality', 'breathy flute melody', 'arpeggiated harp melody', 'emotional', 'passionate', 'soulful']",romantic
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00044.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00044.npy,WFPGA_BYkKU,30,40,"This song is an instrumental. The tempo is slow with the music starting with the sound of blasts,sinister melody of chimes , muddled sounds,sound of water or bubbles, and synthesised arrangements with beeps at the end of this clip.It is animated, sinister, chaotic with discordant music.","['instrumental', 'slow tempo', 'chimes', 'discordant music', 'animated', 'eerie', 'dangerous', 'sound of water', 'bubbles', 'keyboard riff', 'synthesised sounds', 'sinister chime melody', 'video game sounds', 'sound of blast', 'dissonant music', 'inharmonious']",dark
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00004.npy,H_5wh4aMQe0,270,280,"The low quality recording features a groovy orchestra percussions, sustained strings melody and shimmering hi hats. In the second half of the loop, there is a wind sound effect, followed by loud metallic impact. It sounds glorious, epic, uplifting and like a sync sound for a video game.","['low quality', 'uplifting', 'sustained strings melody', 'groovy orchestra percussions', 'shimmering hi hats', 'loud metallic impact', 'plucked harp melody', 'wind sound effect', 'glorious', 'epic']",happy
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00068.npy,WcC9sKxJ1gI,10,20,This is a clip featuring a motif from an instrument that sounds a little like a theremin whistle. There is a fuzzy quality to the instrument as well. This song feels like an eighties pop style song.,"['theremin whistle', 'fuzzy sounding instrument', 'eighties pop style', 'slow tempo', 'ethereal']",calm
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00072.npy,JxwRvkjNJQ0,150,160,This heavy metal song features a male voice singing at a distance in the background. Distortion guitars play a riff and end with a power chord. This is accompanied by percussion playing an aggressive metal beat. The bass follows the rhythm guitar for the beginning of the song and later plays licks while the notes of the distortion guitars are sustained. The mood of this song is aggressive. This song can be played on the entrance of a WWE star into the arena.,"['heavy metal', 'male voices', 'distortion guitar', 'bassline', 'simple percussion', 'aggressive voice', 'aggressive mood', 'moderate tempo']",energetic
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00046.npy,AEwkS57P4eE,30,40,"The low quality recording features a blues song that consists of passionate male vocal singing over groovy piano chords, brass melody, whistling melody and smooth bass. It sounds vintage and thus nostalgic and sentimental. The recording is very noisy.","['low quality', 'blues', 'mono', 'noisy', 'passionate male vocal', 'groovy piano chords', 'whistling', 'brass melody', 'smooth bass', 'vintage', 'nostalgic', 'sentimental']",romantic
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00049.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00049.npy,IL1n6jzABVw,260,270,This audio contains someone playing a fast melody on a tenor saxophone. This song may be playing in a jazz band.,"['amateur recording', 'tenor saxophone', 'fast melody']",energetic
train,disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00099.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00099.npy,u9n4R78UBtA,30,40,"This music is an electronic instrumental. The tempo is fast with atmospheric synthesiser, digital drum arrangements and an insistent, recurring female vocalisation. The music is upbeat, youthful, trance, trippy, hypnotic, psychedelic, incessant, and enthusiastic EDM/Synth Pop.","['instrumental', 'fast tempo', 'female vocalisation', 'electronic music', 'digital drumming', 'atmospheric synthesiser', 'edm', 'club music', 'dance music', 'dj', 'dj mixer', 'elctronic beats', 'youthful', 'enthusiastic', 'trippy', 'trance', 'hypnotic', 'enigmatic', 'trance music', 'psychedelic', 'disco pop', 'contemporary pop', 'electro pop', 'synth pop', 'upbeat', 'dance groove']",energetic
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00019.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00019.npy,QIjShFhrp6w,113,123,This is an instrumental blues music piece. A clean electric guitar is playing a groovy solo while the bass guitar plays in the background. The acoustic drums are playing a slow tempo blues beat. The piece has a relaxing atmosphere. It could be playing in the background at a rock bar. This piece could also be playing in the soundtrack of a romantic movie especially during flirting scenes.,"['blues', 'no singer', 'instrumental', 'clean electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'groovy', 'chill', 'relaxing', 'easygoing', 'slow tempo']",calm
train,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00084.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00084.npy,aXDgw2fLHAA,70,80,"This clip features two jazzy songs. The first one has a fast paced melody that's led by an electric guitar which plays intricate solos. The next song is led by a clarinet, it's more slow-paced and bouncy.","['jazz', 'clarinet', 'fast bass playing', 'upbeat jazzy music', 'intricate electric guitar licks', 'fast paced electric guitar arpeggios', 'piano chords', 'simple jazzy drum beat', 'speaking man']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00015.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00015.npy,S7rP6coeLTY,40,50,"A male vocalist sings this  energetic song. The tempo  is fast with synthesiser arrangements, punchy digital drumming, tambourine beats and keyboard harmony. The music is upbeat, punchy, groovy, youthful, buoyant and exciting. This song is Synth Pop.","['male vocalist', 'fast tempo', 'energetic drums', 'synth pop', 'buoyant', 'tambourine beats', 'digital drum', 'synthesiser arrangements', 'keyboard harmony', 'energetic vocal backup', 'dj', 'dj mixer', 'dance pop', 'dance music', 'club music', 'youthful', 'enthusiastic', 'vivacious']",energetic
train,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00006.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00006.npy,Eop_sG9FVgA,30,40,"A female vocalist sings this enigmatic electro pop. The tempo is medium with synthesiser arrangements and electronic music layers. The vocals are monotone, incessant and droning like the music and have a hypnotic, trance like vibe. The song is youthful, ambient, enigmatic and meditative.","['female vocalist', 'medium tempo', 'electronic music', 'psychedelic', 'incessant', 'droning rhythm', 'synthesiser articulation', 'beeping', 'video game like electronic beep', 'minimalist', 'ambient', 'meditative', 'hypnotic', 'psychedelic', 'incessant', 'world music', 'enigmatic', 'charming', 'electronica', 'edm', 'synth pop']",neutral
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00053.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00053.npy,TZGDukKAVS8,240,250,"Here we have an early 2000s hip hop song which features a grungy guitar and a high pitched synth riff. The recording is done live, and thus the poor audio quality. There is a lower bass-synth which has the characteristics of a trumpet and a repeated riff is played on it.","['hip hop', 'hip hop drum pattern', 'low trumpet-like synth', 'high pitched string-synth', 'hi-hats', 'live recording', 'low audio quality', 'grungy electric guitar chord strumming', '2000s hip hop']",neutral
train,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00038.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00038.npy,JCfZpSEH77Y,380,390,"The low quality recording features a blues song that consists of a passionate fruity male vocal singing over harmonica licks, acoustic rhythm guitar, groovy bass and steel guitar melody. It sounds passionate and soulful. The recording is noisy and since the bass sound is leaning towards the right channel of the stereo image - the stereo image is unbalanced.","['low quality', 'blues', 'passionate fruity male vocal', 'harmonica licks', 'acoustic rhythm guitar', 'steel guitar melody', 'passionate', 'soulful', 'groovy bass', 'unbalanced stereo', 'noisy']",romantic
train,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00093.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00093.npy,Rhn6K9HCbC8,340,350,"A male vocalist sings this passionate metal song. The tempo is medium fast with keyboard accompaniment, steady drumming and bass lines, electric guitar , sound of siren and vocal backup. The lead vocals are loud, passionate , volatile, hysterical ,disturbed,emphatic,sad, emotional, painful, disappointed and hurt. This song is Heavy/Goth Metal.","['male vocalist', 'medium fast tempo', 'loud', 'disturbing', 'crazy', 'screaming', 'metal', 'heavy metal', 'goth rock', 'ambulance siren', 'police van siren', 'vocal backup', 'keyboard accompaniment', 'steady drumming', 'intense', 'passionate', 'aggressive', 'volatile', 'vigorous', 'steady bass line', 'pain', 'hurt', 'mania', 'psychopath', 'hysteria']",energetic
train,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00036.npy,ZnBvXFDWpWo,50,60,"Instrumental modern hip hop beat featuring a clap, low kick, and record scratching with virtuosity.","['record scratching', 'virtuosity', 'hip hop beat', 'instrumental', 'modern production', 'low kick', 'clap']",neutral
