genre,graph_path,feature_path
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00074.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00074.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00010.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00010.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00068.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00099.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00099.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00001.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00001.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00010.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00010.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00009.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00083.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00083.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00007.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00007.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00036.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00088.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00088.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00091.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00091.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00065.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00076.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00022.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00022.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00057.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00057.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00031.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00031.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00056.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00056.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00076.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00025.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00002.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00066.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00092.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00066.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00081.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00009.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00021.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00021.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00059.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00040.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00040.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00059.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00003.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00075.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00075.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00092.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00092.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00014.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00071.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00062.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00062.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00070.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00070.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00047.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00047.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00099.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00099.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00078.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00003.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00077.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00077.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00081.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00046.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00046.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00052.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00043.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00043.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00026.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00026.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00036.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00038.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00038.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00048.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00003.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00024.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00084.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00084.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00061.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00061.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00067.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00067.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00051.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00051.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00050.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00050.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00096.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00059.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00007.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00007.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00087.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00087.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00005.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00005.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00014.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00029.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00029.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00046.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00025.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00025.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00059.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00034.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00034.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00004.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00057.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00057.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00080.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00080.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00024.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00049.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00049.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00041.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00041.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00004.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00004.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00010.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00010.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00050.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00050.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00086.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00086.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00033.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00033.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00073.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00073.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00001.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00001.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00090.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00090.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00077.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00077.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00039.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00039.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00096.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00079.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00079.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00078.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00089.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00089.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00013.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00013.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00056.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00056.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00020.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00020.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00093.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00093.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00002.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00080.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00080.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00012.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00012.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00014.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00007.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00007.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00068.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00028.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00028.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00059.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00059.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00034.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00034.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00080.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00080.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00065.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00000.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00000.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00009.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00043.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00043.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00096.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00039.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00039.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00083.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00083.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00080.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00080.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00021.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00021.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00095.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00095.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00045.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00088.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00088.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00014.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00069.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00062.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00062.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00086.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00086.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00037.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00037.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00027.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00027.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00076.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00056.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00056.npy
metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00064.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00064.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00012.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00012.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00028.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00028.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00045.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00000.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00000.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00069.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00040.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00040.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00024.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00098.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00098.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00036.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00036.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00045.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00045.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00053.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00053.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00040.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00040.npy
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00099.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00099.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00014.npy
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00084.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00084.npy
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00078.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00085.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00085.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00038.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00038.npy
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00065.npy
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00083.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00083.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00065.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00065.npy
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00085.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00085.npy
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00076.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00076.npy
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00024.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00024.npy
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00078.npy
